ModifierType,CollectionType,EffectType
MODIFIER_PLAYER_DIPLOMACY_AGENDA_ETHIOPIAN_HIGHLANDS,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_ETHIOPIAN_HIGHLANDS
MODIFIER_PLAYER_ADJUST_FAVOR_FROM_DELEGATIONS,COLLECTION_OWNER,EFFECT_PLAYER_ADJUST_FAVOR_FROM_DELEGATIONS
MODIFIER_PLAYER_ADJUST_FAVOR_FROM_EMBASSIES,COLLECTION_OWNER,EFFECT_PLAYER_ADJUST_FAVOR_FROM_EMBASSIES
MODIFIER_ALL_COMBAT_RESULTS_APPLY_MODIFIER_TO_UNITS_ON_TILE,COLLECTION_COMBAT_RESULTS,EFFECT_ATTACH_PERMANENT_MODIFIER_TO_PLOT_UNITS
MODIFIER_ALL_COMBAT_RESULTS_APPLY_MODIFIER_TO_UNITS_ON_ADJACENT_TILES,COLLECTION_COMBAT_RESULTS,EFFECT_ATTACH_PERMANENT_MODIFIER_TO_ADJACENT_PLOT_UNITS
MODIFIER_ALL_UNITS_ADJUST_PROPERTY,COLLECTION_ALL_UNITS,EFFECT_ADJUST_UNIT_PROPERTY
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_RESOURCE_YIELD_CHANGE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_YIELD_CHANGE_PER_GREAT_PERSON_CLASS_ON_RESOURCE
MODIFIER_ALL_PLAYER_IMPROVEMENTS_ATTACH_MODIFIER,COLLECTION_PLAYER_IMPROVEMENTS,EFFECT_ATTACH_MODIFIER
MODIFIER_UNIT_ADJUST_DIRECT_LOYALTY_DAMAGE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_DIRECT_LOYALTY_DAMAGE
MODIFIER_PLAYER_UNITS_ADJUST_DIRECT_LOYALTY_DAMAGE,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_DIRECT_LOYALTY_DAMAGE
MODIFIER_PLAYER_ALLOW_PROJECT,COLLECTION_OWNER,EFFECT_ADD_PLAYER_PROJECT_AVAILABILITY
MODIFIER_ALL_PLAYER_IMPROVEMENTS_GRANT_ADJACENT_YIELDS,COLLECTION_PLAYER_IMPROVEMENTS,EFFECT_GRANT_IMPROVEMENT_ADJACENT_YIELDS
MODIFIER_ALL_PLAYER_IMPROVEMENTS_ADJUST_PROPERTY,COLLECTION_PLAYER_IMPROVEMENTS,EFFECT_ADJUST_IMPROVEMENT_PROPERTY
MODIFIER_GRANT_YIELD_PER_RESOURCE_TYPE_IN_CITY,COLLECTION_OWNER,EFFECT_GRANT_YIELD_PER_RESOURCE_IN_CITY
MODIFIER_PLAYER_UNITS_ADJUST_ADVANCED_PILLAGING,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_ADVANCED_PILLAGING
MODIFIER_GRANT_UNITS_IN_DISTRICTS,COLLECTION_OWNER,EFFECT_GRANT_UNIT_IN_EACH_DISTRICT
MODIFIER_ADJUST_AMENITIES_IN_DISTRICT,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_AMENITY
MODIFIER_ADJUST_HOUSING_IN_DISTRICT,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_HOUSING
MODIFIER_PLAYER_CITIES_ADJUST_HAPPINESS_YIELD_BAB,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_HAPPINESS_YIELD
MODIFIER_PLAYER_GRANT_UNIT_OF_ABILITY_WITH_MODIFIER,COLLECTION_OWNER,EFFECT_GRANT_UNIT_OF_CLASS_AND_APPLY_ABILITY
MODIFIER_UNIT_BECOME_CITY_SUZERAIN,COLLECTION_OWNER,EFFECT_BECOME_CITY_SUZERAIN
MODIFIER_CITY_PURCHASE_PRODUCTION,COLLECTION_OWNER,EFFECT_PURCHASE_PRODUCTION_IN_CITY
MODIFIER_CITY_GRANT_FREE_ENVOYS_HERE,COLLECTION_OWNER,EFFECT_GRANT_FREE_ENVOYS_HERE
MODIFIER_UNIT_ABSORB_CITY_STATE_AS_GIFT_AND_APPLY_MODIFIER,COLLECTION_OWNER,EFFECT_UNIT_TRANSFER_CITY_AS_GIFT_AND_APPLY_MODIFIER
MODIFIER_PLAYER_CITIES_GRANT_YIELD_PER_BUILDING_COST,COLLECTION_PLAYER_CITIES,EFFECT_GRANT_CITY_YIELD_PERCENT_BUILDING_CREATED_COST
MODIFIER_PLAYER_CITIES_ADJUST_YIELD_BY_NUMBER_RESOURCES,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_YIELD_BY_NUMBER_OF_RESOURCES
MODIFIER_PLAYER_DISTRICT_ADJUST_PLAYER_ENVOYS_NON_SPECIALTY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ADJUST_ENVOYS_NON_SPECIALTY
MODIFIER_PLAYER_DISTRICT_ADJUST_FREE_BUILDING_WHEN_SPECIALTY_DISTRICT_CONSTRUCTED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_FREE_BUILDING_WHEN_SPECIALTY_DISTRICT_CONSTRUCTED
MODIFIER_PLAYER_DISTRICT_ADJUST_FREE_BUILDING_WHEN_SPECIALTY_DISTRICT_CONSTRUCTED_EXCEPT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_FREE_BUILDING_WHEN_SPECIALTY_DISTRICT_CONSTRUCTED_EXCEPT
MODIFIER_PLAYER_DISTRICT_ADJUST_SPECIFIC_DISTRICT_GRANT_ENVOYS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SPECIFIC_DISTRICT_GRANT_ENVOYS
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_FOLLOWER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_FOLLOWER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_AT_LOCATION_BABYLON,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_INTERNATIONAL_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_ORIGIN_CITY
MODIFIER_PLAYER_ADJUST_UNITS_GREAT_PEOPLE_POINTS_PER_KILL_BY_DEFEATED_STRENGTH,COLLECTION_OWNER,EFFECT_ADJUST_GREAT_PEOPLE_POINTS_PER_KILL_BY_DEFEATED_STRENGTH
MODIFIER_PLAYER_DIPLOMACY_AGENDA_HAMMURABI_DISTRICTS,COLLECTION_MAJOR_PLAYERS,EFFECT_PLAYER_DIPLOMACY_AGENDA_DISTRICT_SPREAD
MODIFIER_CITY_GRANT_HERO,COLLECTION_OWNER,EFFECT_CITY_GRANT_HERO
MODIFIER_PLAYER_DISCOVER_HERO,COLLECTION_OWNER,EFFECT_PLAYER_DISCOVER_HERO
MODIFIER_ADJUST_COMBAT_STRENGTH_FOR_ERA,COLLECTION_ALL_UNITS,EFFECT_ADJUST_UNIT_COMBAT_STRENGTH_FOR_ERA
MODIFIER_PLAYER_DISTRICTS_ADJUST_YIELD_BASED_ON_ADJACENCY_BONUS_BUILDER,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_YIELD_BASED_ON_ADJACENCY_BONUS
MODIFIER_PLAYER_DISTRICTS_ADJUST_TOURISM_ADJACENCY_YIELD_MOFIFIER,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_DISTRICT_TOURISM_ADJACENCY_YIELD_MOFIFIER
MODIFIER_CITY_ADJUST_CITY_YIELD_PER_TERRAIN_TYPE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_YIELD_PER_TERRAIN_TYPE
MODIFIER_CITY_ADJUST_TRADE_ROUTE_YIELD_PER_DESTINATION_LUXURY_FOR_INTERNATIONAL,COLLECTION_OWNER,EFFECT_ADJUST_CITY_TRADE_ROUTE_YIELD_PER_DESTINATION_LUXURY_RESOURCE_FOR_INTERNATIONAL
MODIFIER_PLAYER_ADJUST_FORBID_LAND_ROUTE,COLLECTION_OWNER,EFFECT_ADJUST_FORBID_LAND_ROUTE
MODIFIER_PLAYER_ADJUST_INTERNATIONAL_TRADE_ROUTE_YIELD_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_INTERNATIONAL_TRADE_ROUTE_YIELD_MODIFIER
MODIFIER_PLAYER_ADJUST_EMBARK_UNIT_PASS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_EMBARK_UNIT_PASS
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_AT_LOCATION,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_IMPROVEMENT_IN_TARGET_CITY
MODIFIER_PLAYER_ADJUST_TOKEN_ON_FIRST_MEETING,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TOKEN_ON_FIRST_MEETING
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_CAPACITY_ON_MEETING,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_CAPACITY_ON_MEETING
